Drug Name,Sheet Name,Match Type/Score,Matched Product
GLIBENIL TABS 5MG 100'S,Warehouse 2 Syrup&Tab,Exact Match,GLIBENIL TABS 5MG 100'S
GIVERS POWER CAPS,Pzifer,Exact Match,GIVERS POWER CAPS
GIVERS KOO CAPS,Pzifer,Exact Match,GIVERS KOO CAPS
GIVERS HERBAL MIXTURE,Warehouse 4,Exact Match,GIVERS HERBAL MIXTURE
GINSOMIN GINSENG CAPS 30'S,Pzifer,Exact Match,GINSOMIN GINSENG CAPS 30'S
GINSOMIN EVE CAPS 30'S,Pzifer,Exact Match,GINSOMIN EVE CAPS 30'S
GIFAS MIXTURE,Warehouse 4,Exact Match,GIFAS MIXTURE
GENECURE CAPS 10'S,Pzifer,Exact Match,GENECURE CAPS 10'S
GASTRONE SUSP 200ML,Warehouse 4,Exact Match,GASTRONE SUSP 200ML
GASTRONE PLUS SUSP 200ML,Warehouse 4,Exact Match,GASTRONE PLUS SUSP 200ML
GANFORT EYE DROP,Pzifer,Exact Match,GANFORT EYE DROP
GANA BALM,Pzifer,Exact Match,GANA BALM
FOLIGROW CAPS 30'S,Warehouse 2 Syrup&Tab,Exact Match,FOLIGROW CAPS 30'S
FML PLAIN DROPS 5ML(PINK),Pzifer,Exact Match,FML PLAIN DROPS 5ML(PINK)
FLUCLOXACILLIN SUSP (M&G),Warehouse 4,Exact Match,FLUCLOXACILLIN SUSP (M&G)
FLEMEX JNR COUGH SYR 100ML,Warehouse 2 Syrup&Tab,Exact Match,FLEMEX JNR COUGH SYR 100ML
FISHERMAN'S FRIEND - REGULAR,Pzifer,Exact Match,FISHERMAN'S FRIEND - REGULAR
FISHERMAN'S FRIEND - ORIGINAL,Pzifer,Exact Match,FISHERMAN'S FRIEND - ORIGINAL
FISHERMAN'S FRIEND - MINT,Pzifer,Exact Match,FISHERMAN'S FRIEND - MINT
FISHERMAN'S FRIEND - CHERRY,Pzifer,Exact Match,FISHERMAN'S FRIEND - CHERRY
FEROGLOBIN SYRUP 200ML,Warehouse 4,Exact Match,FEROGLOBIN SYRUP 200ML
FEMIBLEZ SYRUP,Warehouse 4,Exact Match,FEMIBLEZ SYRUP
FAYTEX PADS 10'S (REGULAR),Warehouse 2 Syrup&Tab,Exact Match,FAYTEX PADS 10'S (REGULAR)
EYECOPEN CAPS 30'S,Pzifer,Exact Match,EYECOPEN CAPS 30'S
EXTRAMMUNE TABLET 20'S,Warehouse 2 Syrup&Tab,Exact Match,EXTRAMMUNE TABLET 20'S
EVECARE SYR 200ML,Warehouse 2 Syrup&Tab,Exact Match,EVECARE SYR 200ML
EURAX CREAM 30G,UK warehouse ,Exact Match,EURAX CREAM 30G
EURAX CREAM 100G,UK warehouse ,Exact Match,EURAX CREAM 100G
ESKYZOLE (TRIPLE ACTION CREAM) 30GM,Pzifer,Exact Match,ESKYZOLE (TRIPLE ACTION CREAM) 30GM
EPOSOFT SOFTGEL CAPS 30'S,UK warehouse ,Exact Match,EPOSOFT SOFTGEL CAPS 30'S
EPITIMOL EYE DROP 0.50%,Pzifer,Exact Match,EPITIMOL EYE DROP 0.50%
EPILIM SYRUP 300ML,Warehouse 4,Exact Match,EPILIM SYRUP 300ML
EPIFENAC EYE DROP,Pzifer,Exact Match,EPIFENAC EYE DROP
EPIDERM CREAM 30G,Pzifer,Exact Match,EPIDERM CREAM 30G
EPIDERM CREAM 15G,Pzifer,Exact Match,EPIDERM CREAM 15G
EPICROM EYE DROPS 4%,Pzifer,Exact Match,EPICROM EYE DROPS 4%
EPICROM EYE DROPS 2%,Pzifer,Exact Match,EPICROM EYE DROPS 2%
EPICIPRIN EYE/EAR DROP,Pzifer,Exact Match,EPICIPRIN EYE/EAR DROP
EPHEDRINE NASAL DROPS 1% LOCAL,Pzifer,Exact Match,EPHEDRINE NASAL DROPS 1% LOCAL
ENAFIX TAB 200MG,Warehouse 2 Syrup&Tab,Exact Match,ENAFIX TAB 200MG
ENAFEN SUSP 60ML,Warehouse 4,Exact Match,ENAFEN SUSP 60ML
EARNEST OINTMENT,Pzifer,Exact Match,EARNEST OINTMENT
DYNEWELL SYR 200ML (LETAP),Warehouse 4,Exact Match,DYNEWELL SYR 200ML (LETAP)
DYMOL TABS 10'S,Pzifer,Exact Match,DYMOL TABS 10'S
DYKLO SPRAY 60ML,Pzifer,Exact Match,DYKLO SPRAY 60ML
DUROL JUNIOR SYRUP 200ML,Warehouse 4,Exact Match,DUROL JUNIOR SYRUP 200ML
DULCOLAX TABS 5MG 20'S,UK warehouse ,Exact Match,DULCOLAX TABS 5MG 20'S
DREZ SOLUTION 30ML,Warehouse 4,Exact Match,DREZ SOLUTION 30ML
DREZ SOLUTION 100ML,Warehouse 4,Exact Match,DREZ SOLUTION 100ML
DREZ POWDER,Pzifer,Exact Match,DREZ POWDER
DRAGON TABLETS,Pzifer,Exact Match,DRAGON TABLETS
DORETA TAB 37.5MG/325MG,Pzifer,Exact Match,DORETA TAB 37.5MG/325MG
DILATREND TABS 6.25MG,Pzifer,Exact Match,DILATREND TABS 6.25MG
DIFLUCAN CAP 150MG,Pzifer,Exact Match,DIFLUCAN CAP 150MG
DIAGELLATES ELIXIR 250ML,Warehouse 4,Exact Match,DIAGELLATES ELIXIR 250ML
DIAGELLATES ELIXIR 125ML,Warehouse 2 Syrup&Tab,Exact Match,DIAGELLATES ELIXIR 125ML
DEEP HEAT SPRAY 150ML,Pzifer,Exact Match,DEEP HEAT SPRAY 150ML
DEEP HEAT RUB 67G,Pzifer,Exact Match,DEEP HEAT RUB 67G
DEEP HEAT RUB 35G,Pzifer,Exact Match,DEEP HEAT RUB 35G
DEEP HEAT RUB 100G,Pzifer,Exact Match,DEEP HEAT RUB 100G
DEEP FREEZE COLD GEL 35G,Pzifer,Exact Match,DEEP FREEZE COLD GEL 35G
DEEP FREEZE COLD GEL 100G,Pzifer,Exact Match,DEEP FREEZE COLD GEL 100G
DAKTARIN ORAL GEL 40G,Pzifer,Exact Match,DAKTARIN ORAL GEL 40G
DAKTACORT CREAM 15G,Pzifer,Exact Match,DAKTACORT CREAM 15G
CROMAX 2 EYE DROP 10ML,Pzifer,Exact Match,CROMAX 2 EYE DROP 10ML
COTTON WOOL 50G,Tena Warehouse ,Exact Match,COTTON WOOL 50G
COTTON WOOL 500G,Tena Warehouse ,Exact Match,COTTON WOOL 500G
COTTON WOOL 200G,Tena Warehouse ,Exact Match,COTTON WOOL 200G
COTTON WOOL 100G,Tena Warehouse ,Exact Match,COTTON WOOL 100G
COTRIMOXAZOLE SUSPENSION LETAP,Warehouse 4,Exact Match,COTRIMOXAZOLE SUSPENSION LETAP
CORORANGE SYRUP 200ML,Warehouse 4,Exact Match,CORORANGE SYRUP 200ML
COMBIGAN EYE DROPS,Pzifer,Exact Match,COMBIGAN EYE DROPS
COLDRILIF SYRUP,Warehouse 4,Exact Match,COLDRILIF SYRUP
COLDIRON SYRUP 125ML,Warehouse 4,Exact Match,COLDIRON SYRUP 125ML
CLOTRI-DENK 1% CREAM,Pzifer,Exact Match,CLOTRI-DENK 1% CREAM
CLARITINE SYR 100ML,Warehouse 4,Exact Match,CLARITINE SYR 100ML
CITY BLOOD TONIC,Warehouse 4,Exact Match,CITY BLOOD TONIC
CIROTAMIN TONIC 200ML,Warehouse 2 Syrup&Tab,Exact Match,CIROTAMIN TONIC 200ML
CIROTAMIN CAPS 30'S,Warehouse 2 Syrup&Tab,Exact Match,CIROTAMIN CAPS 30'S
CIPROLEX EYE/EAR DROPS 5ML,Pzifer,Exact Match,CIPROLEX EYE/EAR DROPS 5ML
CILOXAN EYE DROPS,Pzifer,Exact Match,CILOXAN EYE DROPS
CHOCHO TEA,Warehouse 4,Exact Match,CHOCHO TEA
CHOCHO SOAP,Warehouse 4,Exact Match,CHOCHO SOAP
CETRIZAN SYRUP 60ML,Warehouse 4,Exact Match,CETRIZAN SYRUP 60ML
CERUMOL EAR DROP,UK warehouse ,Exact Match,CERUMOL EAR DROP
CEFUROXIME INJ 750MG (BACZEF),Warehouse 3,Exact Match,CEFUROXIME INJ 750MG (BACZEF)
CANDIDERM CREAM 15G,Pzifer,Exact Match,CANDIDERM CREAM 15G
CANDID-B CREAM 15G,Pzifer,Exact Match,CANDID-B CREAM 15G
CANDID CREAM 20G,Pzifer,Exact Match,CANDID CREAM 20G
CANDESARTAN TABS 16MG,UK warehouse ,Exact Match,CANDESARTAN TABS 16MG
CANDEREL TABS 400'S,UK warehouse ,Exact Match,CANDEREL TABS 400'S
CANDEREL TABS 300'S,UK warehouse ,Exact Match,CANDEREL TABS 300'S
CANDEREL TABS 105'S,UK warehouse ,Exact Match,CANDEREL TABS 105'S
CANDEREL TABS 100'S,UK warehouse ,Exact Match,CANDEREL TABS 100'S
CAMEL ANTISEPTIC 125ML LIMEFRESH,Warehouse 4,Exact Match,CAMEL ANTISEPTIC 125ML LIMEFRESH
CALCURY TAB 20'S,Warehouse 2 Syrup&Tab,Exact Match,CALCURY TAB 20'S
CALAMINE LOTION LOCAL 200ML,Warehouse 4,Exact Match,CALAMINE LOTION LOCAL 200ML
C-PHENIRAMINE SYRUP 100ML,Warehouse 4,Exact Match,C-PHENIRAMINE SYRUP 100ML
BORGES OLIVE OIL 500ML,Warehouse 4,Exact Match,BORGES OLIVE OIL 500ML
BORGES OLIVE OIL 250ML,Warehouse 4,Exact Match,BORGES OLIVE OIL 250ML
BORGES OLIVE OIL 125ML,Warehouse 2 Syrup&Tab,Exact Match,BORGES OLIVE OIL 125ML
BORGES CIDER VINEGAR 355ML,Warehouse 4,Exact Match,BORGES CIDER VINEGAR 355ML
BORGES CIDER VINEGAR 250ML,Warehouse 4,Exact Match,BORGES CIDER VINEGAR 250ML
BONNISAN SYRUP 120ML,Warehouse 2 Syrup&Tab,Exact Match,BONNISAN SYRUP 120ML
BONAPLEX SYR 250ML,Warehouse 4,Exact Match,BONAPLEX SYR 250ML
BOAFO OINTMENT,Pzifer,Exact Match,BOAFO OINTMENT
BIO OIL 200ML,Warehouse 4,Exact Match,BIO OIL 200ML
BETOPTIC EYE DROP (0.5) 5ML,Pzifer,Exact Match,BETOPTIC EYE DROP (0.5) 5ML
BENZYL PENICILLIN INJ 1MU,Warehouse 3,Exact Match,BENZYL PENICILLIN INJ 1MU
BENYLIN 4 FLU SYRUP 100ML,Warehouse 4,Exact Match,BENYLIN 4 FLU SYRUP 100ML
BENADRYL TAB 12'S,UK warehouse ,Exact Match,BENADRYL TAB 12'S
BELL'S ANTACID MIXTURE,Warehouse 4,Exact Match,BELL'S ANTACID MIXTURE
BECOACTIN TABS 30'S,Pzifer,Exact Match,BECOACTIN TABS 30'S
BASECOLD SYRUP 60ML,Warehouse 2 Syrup&Tab,Exact Match,BASECOLD SYRUP 60ML
AZOPT 1% DROPS,Pzifer,Exact Match,AZOPT 1% DROPS
AZITHROMYCIN TABS 500MG,GSK Warehouse,Exact Match,AZITHROMYCIN TABS 500MG
AZILEX SUSP 15ML,Warehouse 2 Syrup&Tab,Exact Match,AZILEX SUSP 15ML
AVAMYS NASAL SPRAY,UK warehouse ,Exact Match,AVAMYS NASAL SPRAY
AUNTIE MARY GRIPE MIXTURE,Warehouse 4,Exact Match,AUNTIE MARY GRIPE MIXTURE
AUGMENTIN TABS 625MG,Warehouse 3,Exact Match,AUGMENTIN TABS 625MG
AUGMENTIN TABS 1G,Warehouse 3,Exact Match,AUGMENTIN TABS 1G
ASTYMIN SYRUP,Warehouse 4,Exact Match,ASTYMIN SYRUP
ASTYMIN C DROPS,Pzifer,Exact Match,ASTYMIN C DROPS
ASTHALEX SYRUP 100ML,Warehouse 4,Exact Match,ASTHALEX SYRUP 100ML
ASHTONS & PARSONS TEETHING POWDER 20'S,UK warehouse ,Exact Match,ASHTONS & PARSONS TEETHING POWDER 20'S
ASCORYL SYR. 125ML,Warehouse 4,Exact Match,ASCORYL SYR. 125ML
ASCORBIN SYR 100ML,Warehouse 4,Exact Match,ASCORBIN SYR 100ML
ARTHROSAMINE PLUS TAB 60'S,Pzifer,Exact Match,ARTHROSAMINE PLUS TAB 60'S
APTIZOOM SYR 200ML,Warehouse 4,Exact Match,APTIZOOM SYR 200ML
APFLU SYRUP 100ML,Warehouse 2 Syrup&Tab,Exact Match,APFLU SYRUP 100ML
APETI SYRUP 200ML,Warehouse 4,Exact Match,APETI SYRUP 200ML
APETAMIN SYR,Warehouse 4,Exact Match,APETAMIN SYR
AMOKSIKLAV SUSP 457MG/5ML 70ML,Pzifer,Exact Match,AMOKSIKLAV SUSP 457MG/5ML 70ML
AMITRIPTYLINE TABS 10MG 28'S,UK warehouse ,Exact Match,AMITRIPTYLINE TABS 10MG 28'S
AMCOF BABY SYR,Warehouse 2 Syrup&Tab,Exact Match,AMCOF BABY SYR
ALPHA GARLIC CAPS 60'S,Pzifer,Exact Match,ALPHA GARLIC CAPS 60'S
ALKA SELTZER TABS 10'S,UK warehouse ,Exact Match,ALKA SELTZER TABS 10'S
AGBEVE TONIC,Warehouse 4,Exact Match,AGBEVE TONIC
ADUTWUMWAA BITTERS,Warehouse 4,Exact Match,ADUTWUMWAA BITTERS
ADOM W&G CAPS,Pzifer,Exact Match,ADOM W&G CAPS
ACNE SOAP 100G,Warehouse 4,Exact Match,ACNE SOAP 100G
ABC VITAMIN C SYRUP 100ML,Warehouse 4,Exact Match,ABC VITAMIN C SYRUP 100ML
3CP ANTISEPTIC LIQUID 200ML,Warehouse 2 Syrup&Tab,Exact Match,3CP ANTISEPTIC LIQUID 200ML
